"id","barcode","category","category_code","cpg","x_ref","name","top_brand","brand_code"
"57c08294e4b0718ff5fcb039","511111202448",NA,NA,"5332f7a7e4b03c9a25efd134","Cpgs","Jupiler",NA,NA
"5332f77ce4b03c9a25efd12a","511111703617",NA,NA,"5332f5f3e4b03c9a25efd0ae","Cpgs","Gardetto's",NA,NA
"5332f9ede4b03c9a25efd1c2","511111403289",NA,NA,"5332f7ffe4b03c9a25efd16b","Cpgs","Danimals",NA,NA
"58861c7e4e8d0d20bc42c4e2","511111201403","Beer Wine Spirits",NA,"5332f709e4b03c9a25efd0f1","Cogs","Miller 64",FALSE,"MILLER64"
"592486bee410d61fcea3d12d","511111700814","Dairy",NA,"53e10d6368abd3c7065097cc","Cogs","I CAN'T BELIEVE IT'S NOT BUTTER!",NA,"I CAN'T BELIEVE IT'S NOT BUTTER!"
"5da608dfa60b87376833e354","511111805786","Health & Wellness",NA,"53e10d6368abd3c7065097cc","Cogs","ONE A DAY ENERGY ",NA,"511111805786"
"5ffe3a87be37ce7aab2d4fd9","511111419532","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1610496647142",FALSE,"TEST BRANDCODE @1610496647142"
"5ffe3a87be37ce7aab2d4fdb","511111619543","Baking","BAKING","5ffe3a87be37ce7aab2d4fda","Cogs","test brand @1610496647311",FALSE,NA
"5ffe3a86be37ce7aab2d4fd7","511111719519","Baking","BAKING","5ffe3a85be37ce7aab2d4fd4","Cogs","test brand @1610496646289",FALSE,"TEST BRANDCODE @1610496646289"
"5fff3a7abe37ce2bb793010e","511111119555","Baking","BAKING","5fff3a7abe37ce2bb793010d","Cogs","test brand @1610562170795",FALSE,NA
"5ffe3a86be37ce7aab2d4fd8","511111919520","Baking","BAKING","5ffe3a85be37ce7aab2d4fd4","Cogs","test brand @1610496646345",FALSE,"TEST BRANDCODE @1610496646345"
"5ffe3a86be37ce7aab2d4fd6","511111219507","Baking","BAKING","5ffe3a85be37ce7aab2d4fd4","Cogs","test brand @1610496646232",FALSE,"TEST BRANDCODE @1610496646232"
"5ffe35eabe37ce5e01754c47","511111219385","Baking","BAKING","5ffe35eabe37ce5e01754c45","Cogs","test brand @1610495466218",FALSE,"TEST BRANDCODE @1610495466218"
"5ffe347ebe37ce5e01754c3f","511111119326","Baking","BAKING","5ffe347ebe37ce5e01754c3d","Cogs","test brand @1610495102462",FALSE,"TEST BRANDCODE @1610495102462"
"5ffe35eabe37ce5e01754c48","511111719397","Baking","BAKING","5ffe35eabe37ce5e01754c45","Cogs","test brand @1610495466250",FALSE,"TEST BRANDCODE @1610495466250"
"57ebc28be4b0ac389136a344","511111501985","Condiments & Sauces",NA,"559c2234e4b06aca36af13c6","Cogs","Miracle Whip",FALSE,"KRAFT MIRACLE WHIP"
"58b59989e4b0857c2ddb7255","511111400998","Beer Wine Spirits",NA,"5332f709e4b03c9a25efd0f1","Cogs","Redd's Wicked",FALSE,""
"5f403232be37ce5f78d9ed19","511111015697","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1598042674173",NA,"TEST BRANDCODE @1598042674173"
"5f493e72be37ce64d0ae36c4","511111216094","Baking","BAKING","5f493e72be37ce64d0ae36c2","Cogs","test brand @1598635634796",NA,"TEST BRANDCODE @1598635634796"
"5a5d257fe4b06ba572cf24a3","511111300212","Beer Wine Spirits",NA,"5332f709e4b03c9a25efd0f1","Cogs","Sheaf Stout",NA,"SHEAF STOUT"
"585a963ce4b03e62d1ce0e78","511111001768","Snacks",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","Cheetos",TRUE,"CHEETOS"
"5fb82a68be37ce522e165ce6","511111217817","Grocery","GROCERY","5fb6b608be37ce522e165cb9","Cogs","Nature's Harvest",FALSE,"NATURES HARVEST"
"5d6415d5a3a018514994f429","511111605058","Magazines",NA,"5d5d4fd16d5f3b23d1bc7905","Cogs","Health Magazine",NA,"511111605058"
"5332fa7ae4b03c9a25efd229","511111402961",NA,NA,"5332f5ebe4b03c9a25efd0a8","Cpgs","Fanta",NA,NA
"5f494c5e04db711dd8fe87e4","511111216148","Baking","BAKING","5f494c5d04db711dd8fe87e2","Cogs","test brand @1598639198570",NA,"TEST BRANDCODE @1598639198570"
"5f772951be37ce6b592e90d0","511111316763","Baking","BAKING","5f772951be37ce6b592e90cf","Cogs","test brand @1601644881253",NA,NA
"5f504ac2be37ce0b793c9415","511111616467","Baking","BAKING","5f504ac2be37ce0b793c9411","Cogs","test brand @1599097538609",NA,"TEST BRANDCODE @1599097538609"
"5bd201cc965c7d66d92731ee","511111704706","Household",NA,"550b2565e4b001d5e9e4146f","Cogs","Scott",FALSE,"SCOTT"
"5fd2a0bfbe37ce49eb72c0f1","511111218135","Baking","BAKING","5fd2a0bfbe37ce49eb72c0ef","Cogs","test brand @1607639231674",FALSE,"TEST BRANDCODE @1607639231674"
"5daf3507a60b87376833e35c","511111505921","Health & Wellness",NA,"5332f5f3e4b03c9a25efd0ae","Cogs","EPIC",NA,"EPIC"
"58861c7e4e8d0d20bc42c4de","511111901426","Beer Wine Spirits",NA,"5332f709e4b03c9a25efd0f1","Cogs","Grolsch Lager",FALSE,"GROLSCH"
"5f9770c0be37ce03d08a2d88","511111417101","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1603760320407",NA,"TEST BRANDCODE @1603760320407"
"5a5e32c3e4b06ba572cf24aa","511111400042","Beer Wine Spirits",NA,"5332f709e4b03c9a25efd0f1","Cogs","Magnum",NA,"MAGNUM"
"5f99f71bbe37ce13da9eade9","511111817147","Baking","BAKING","5f99f71bbe37ce13da9eade6","Cogs","test brand @1603925787411",NA,"TEST BRANDCODE @1603925787411"
"5ffe35eabe37ce5e01754c4a","511111819417","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1610495466861",FALSE,"TEST BRANDCODE @1610495466861"
"5ffe3682be37ce5e01754c55","511111519430","Baking","BAKING","5ffe3681be37ce5e01754c54","Cogs","test brand @1610495618015",FALSE,NA
"5ffe347ebe37ce5e01754c41","511111819349","Baking","BAKING","5ffe347ebe37ce5e01754c3d","Cogs","test brand @1610495102526",FALSE,"TEST BRANDCODE @1610495102526"
"5ffe347ebe37ce5e01754c40","511111619338","Baking","BAKING","5ffe347ebe37ce5e01754c3d","Cogs","test brand @1610495102491",FALSE,"TEST BRANDCODE @1610495102491"
"5ffe3480be37ce5e01754c44","511111519362","Baking","BAKING","5ffe3480be37ce5e01754c43","Cogs","test brand @1610495104441",FALSE,NA
"5ffe35eabe37ce5e01754c46","511111019374","Baking","BAKING","5ffe35eabe37ce5e01754c45","Cogs","test brand @1610495466174",FALSE,"TEST BRANDCODE @1610495466175"
"5ffe35f9be37ce5e01754c4c","511111019428","Baking","BAKING","5ffe35f9be37ce5e01754c4b","Cogs","test brand @1610495481412",FALSE,NA
"5ffe347fbe37ce5e01754c42","511111319351","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1610495103255",FALSE,"TEST BRANDCODE @1610495103255"
"5ffe35eabe37ce5e01754c49","511111319405","Baking","BAKING","5ffe35eabe37ce5e01754c45","Cogs","test brand @1610495466285",FALSE,"TEST BRANDCODE @1610495466285"
"5ff768e3be37ce1e961f32a0","511111118886","Baking","BAKING","5ff768e3be37ce1e961f329f","Cogs","test brand @1610049763071",FALSE,NA
"5ff768d4be37ce1e961f329b","511111718840","Baking","BAKING","5ff768d4be37ce1e961f3299","Cogs","test brand @1610049748118",FALSE,"TEST BRANDCODE @1610049748118"
"5ff768d4be37ce1e961f329d","511111418863","Baking","BAKING","5ff768d4be37ce1e961f3299","Cogs","test brand @1610049748181",FALSE,"TEST BRANDCODE @1610049748181"
"5ff768d4be37ce1e961f329c","511111218852","Baking","BAKING","5ff768d4be37ce1e961f3299","Cogs","test brand @1610049748154",FALSE,"TEST BRANDCODE @1610049748154"
"5ff768d4be37ce1e961f329e","511111918875","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1610049748724",FALSE,"TEST BRANDCODE @1610049748724"
"5ff77857be37ce58ce50083a","511111618898","Baking","BAKING","5ff77857be37ce58ce500839","Cogs","test brand @1610053719706",FALSE,"TEST BRANDCODE @1610053719707"
"5fd7f2b3be37ce733975586c","511111518327","Baking","BAKING","5fd7f2b3be37ce7339755868","Cogs","test brand @1607987891932",FALSE,"TEST BRANDCODE @1607987891932"
"5fd7f2b3be37ce733975586b","511111318316","Baking","BAKING","5fd7f2b3be37ce7339755868","Cogs","test brand @1607987891893",FALSE,"TEST BRANDCODE @1607987891893"
"5fd7f2b3be37ce733975586a","511111818304","Baking","BAKING","5fd7f2b3be37ce7339755868","Cogs","test brand @1607987891852",FALSE,"TEST BRANDCODE @1607987891852"
"5fd7f2b8be37ce733975586f","511111218340","Baking","BAKING","5fd7f2b8be37ce733975586e","Cogs","test brand @1607987896065",FALSE,NA
"5fd7f2b4be37ce733975586d","511111018339","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1607987892540",FALSE,"TEST BRANDCODE @1607987892541"
"5fd3acb6be37ce0d9386bb3f","511111618171","Baking","BAKING","5fd3acb5be37ce0d9386bb3e","Cogs","test brand @1607707829961",FALSE,"TEST BRANDCODE @1607707829962"
"5332fa7be4b03c9a25efd22b","511111702948",NA,NA,"5332f5ebe4b03c9a25efd0a8","Cpgs","Diet Cherry Coke",NA,NA
"58861c7e4e8d0d20bc42c4e0","511111701415","Beer Wine Spirits",NA,"5332f709e4b03c9a25efd0f1","Cogs","Killians",FALSE,"KILLIAN'S"
"5332f775e4b03c9a25efd127","511111403630",NA,NA,"5332f5f3e4b03c9a25efd0ae","Cpgs","Cheerios",NA,NA
"581ce962e4b058c71f74c443","511111301813",NA,NA,"581ce8d5e4b058c71f74c442","Cpgs",".",NA,NA
"5332fa08e4b03c9a25efd1d8","511111903130",NA,NA,"5332f5f2e4b03c9a25efd0aa","Cpgs","Frosted Flakes",NA,NA
"5f3d6f44be37ce4ddbb1bb3b","511111715481","Baking","BAKING","5f3d6f44be37ce4ddbb1bb3a","Cogs","test brand @1597861700880",NA,"TEST BRANDCODE @1597861700880"
"5f628235be37ce78e6e2efb1","511111616696","Baking","BAKING","5f628235be37ce78e6e2efb0","Cogs","test brand @1600291381675",NA,NA
"58b5988ce4b0857c2ddb7252","511111301028","Beer Wine Spirits",NA,"5332f709e4b03c9a25efd0f1","Cogs","Henry's Hard Sparkling",FALSE,""
"5f3ff200be37ce1c81aa1e0b","511111115595","Baking","BAKING","5f3ff200be37ce1c81aa1e0a","Cogs","test brand @1598026240846",NA,NA
"57ebc125e4b0ac389136a33b","511111302063","Grocery",NA,"559c2234e4b06aca36af13c6","Cogs","Kraft Macaroni & Cheese",FALSE,""
"5332f7c8e4b03c9a25efd148","511111403401",NA,NA,"5332f5f3e4b03c9a25efd0ae","Cpgs","Cascadian Farm",NA,NA
"57ebc2c8e4b0ac389136a349","511111901938","Grocery",NA,"559c2234e4b06aca36af13c6","Cogs","Shake N' Bake",FALSE,"KRAFT SHAKE 'N BAKE"
"588ba032e4b02187f85cdadc","511111401087","Condiments & Sauces",NA,"559c2234e4b06aca36af13c6","Cogs","HP Sauce",FALSE,"HP"
"5f493665be37ce52f8314fca","511111815891","Baking","BAKING","5f493665be37ce52f8314fc9","Cogs","test brand @1598633573683",NA,NA
"5dc0773ea60b873d6b0666ce","511111206262","Breakfast & Cereal",NA,"5332f5f3e4b03c9a25efd0ae","Cogs","Drumstick Cereal",NA,"DRUMSTICK CEREAL"
"5da60649a60b87376833e34b","511111105602","Health & Wellness",NA,"53e10d6368abd3c7065097cc","Cogs","ALEVE D SINUS & COLD",NA,"ALEVE D SINUS & COLD"
"580dff84e4b0f32b2de2137f","511111601883","Dairy",NA,"559c2234e4b06aca36af13c6","Cogs","Cheez Whiz",FALSE,"CHEEZ WHIZ"
"5fcff305be37ce6d53dfc688","511111818021","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1607463685522",FALSE,"TEST BRANDCODE @1607463685522"
"5d66961cee7f2d201c7281cc","511111812449","Magazines",NA,"5c4f20b01b4181298aacffc1","Cogs","Test brand1",TRUE,NA
"57d957f2e4b0ac389136a2b4","511111502371","Frozen",NA,"559c2234e4b06aca36af13c6","Cogs","Cool Whip",FALSE,"COOL WHIP"
"5daf59751dda2c3e1416ae99","511111006022","Breakfast & Cereal",NA,"5332f5f3e4b03c9a25efd0ae","Cogs","Trix",NA,"TRIX"
"5da60859a60b87376833e352","511111405740","Health & Wellness",NA,"5d9b4f591dda2c6225a284aa","Cogs","Flintstones Vitamins",FALSE,"FLINTSTONES"
"5fb81935be37ce522e165cda","511111217695","Beer Wine Spirits","BEER_WINE_SPIRITS","5fb6d381be37ce522e165cbd","Cogs","Absolut Grapefruit",FALSE,"ABSOLUT GRAPEFRUIT"
"5fb6d726be37ce522e165cc0","511111317432","Beer Wine Spirits","BEER_WINE_SPIRITS","5fb6d381be37ce522e165cbd","Cogs","Altos",FALSE,"ALTOS"
"5fb800f1be37ce522e165ccb","511111417545","Beer Wine Spirits","BEER_WINE_SPIRITS","5fb6d381be37ce522e165cbd","Cogs","Del Maguey Vida",FALSE,"DEL MAGUEY "
"5fb80b63be37ce522e165cd1","511111917601","Beer Wine Spirits","BEER_WINE_SPIRITS","5fb6d381be37ce522e165cbd","Cogs","Jameson Black Barrel ",FALSE,"JAMESON BLACK BARREL "
"5fb808a1be37ce522e165ccf","511111817581","Beer Wine Spirits","BEER_WINE_SPIRITS","5fb6d381be37ce522e165cbd","Cogs","Jameson ",FALSE,"JAMESON"
"5fb7e62dbe37ce522e165cc3","511111217466","Beer Wine Spirits","BEER_WINE_SPIRITS","5fb6d381be37ce522e165cbd","Cogs","Monkey 47",FALSE,"MONKEY 47"
"5fb80d7cbe37ce522e165cd2","511111417613","Beer Wine Spirits","BEER_WINE_SPIRITS","5fb6d381be37ce522e165cbd","Cogs","Malibu Original",FALSE,"MALIBU"
"5fb7e962be37ce522e165cc6","511111417491","Beer Wine Spirits","BEER_WINE_SPIRITS","5fb6d381be37ce522e165cbd","Cogs","Lillet",FALSE,"LILLET"
"5d642de76d5f3b23d1bc7911","511111705161","Magazines",NA,"5d5d4fd16d5f3b23d1bc7905","Cogs","Traditional Home",NA,"511111705161"
"57c0827de4b0718ff5fcb037","511111902461","Baby",NA,"5332f7a7e4b03c9a25efd134","Cogs","Antarctica",TRUE,"AMP2"
"5f3d6f44be37ce4ddbb1bb3d","511111815501","Baking","BAKING","5f3d6f44be37ce4ddbb1bb3a","Cogs","test brand @1597861700940",NA,"TEST BRANDCODE @1597861700940"
"5fa1c567be37ce402c4618f0","511111717195","Baking","BAKING","5fa1c567be37ce402c4618ef","Cogs","test brand @1604437351567",FALSE,"TEST BRANDCODE @1604437351567"
"5332fa03e4b03c9a25efd1d5","511111603153",NA,NA,"53e10d6368abd3c7065097cc","Cpgs","Fruit Flavored Snacks",NA,NA
"5a8c3577e4b07f0a2dac8945","511111404163","Snacks",NA,"5a734034e4b0d58f376be874","Cogs","Kelsen",FALSE,"KELSEN"
"5da60932a60b87376833e356","511111405818","Health & Wellness",NA,"53e10d6368abd3c7065097cc","Cogs","ONE A DAY KIDS AND TEENS",NA,"511111405818"
"5da606581dda2c3e1416ae85","511111605614","Health & Wellness",NA,"53e10d6368abd3c7065097cc","Cogs","ALEVE DIRECT THERAPY PAIN RELIEF DEVICES",NA,"ALEVE DIRECT THERAPY PAIN RELIEF DEVICES"
"5a5d1ba9e4b0db471c2d0422","511111600404","Beer Wine Spirits",NA,"5332f709e4b03c9a25efd0f1","Cogs","Colorado Native",NA,"COLORADO NATIVE"
"585a9714e4b03e62d1ce0e92","511111801528","Beverages",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","SoBe",NA,"SOBE"
"57ebc026e4b0ac389136a338","511111502098","Dairy",NA,"559c2234e4b06aca36af13c6","Cogs","Knudsen",FALSE,"KNUDSEN"
"5da608a8a60b87376833e353","511111105763","Health & Wellness",NA,"53e10d6368abd3c7065097cc","Cogs","MiraLAX Laxatives",NA,"511111105763"
"5fcda47cbe37ce688e08b0c3","511111317920","Baking","BAKING","5fcda47cbe37ce688e08b0c2","Cogs","test brand @1607312508610",FALSE,NA
"5d66dda06d5f3b6188d4f050","511111005421","Magazines",NA,"5d5d4fd16d5f3b23d1bc7905","Cogs","Pillsbury Magazine",NA,"511111005421"
"585a9637e4b03e62d1ce0e77","511111501770","Breakfast & Cereal",NA,"53e10d6368abd3c7065097cc","Cogs","Cap'n Crunch",TRUE,"CAP'N CRUNCH"
"5332fa79e4b03c9a25efd226","511111602996",NA,NA,"5332f5ebe4b03c9a25efd0a8","Cpgs","Mello Yello",NA,NA
"5fb82359be37ce522e165ce1","511111917762","Grocery","GROCERY","5fb6b608be37ce522e165cb9","Cogs","Mrs Baird's ",FALSE,"MRS BAIRD'S"
"592486bfe410d61fcea3d13f","511111500667","Personal Care","PERSONAL_CARE","5332f5f6e4b03c9a25efd0b4","Cogs","TRESEMME",FALSE,"TRESEMME"
"552ecca1e4b02ff29f99b215","511111202721",NA,NA,"5459429be4b0bfcb1e864082","Cpgs","Top Care",NA,NA
"5a5e3615e4b06ba572cf24ab","511111700029","Beverages",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","PURE LEAF Iced Tea Beverages",FALSE,"PURE LEAF Iced Tea Beverages"
"5e5ff1f7ee7f2d0b35b2a18e","511111414049","Health & Wellness","HEALTHY_AND_WELLNESS","5d9b4f591dda2c6225a284aa","Cogs","ONE A DAY KIDS",NA,"ONE A DAY KIDS"
"585a967fe4b03e62d1ce0e80","511111801689","Snacks",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","Lay's Kettle Cooked",TRUE,""
"5f513ea1be37ce21f1287c02","511111416500","Baking","BAKING","5f513ea0be37ce21f1287c01","Cogs","test brand @1599159968998",NA,"TEST BRANDCODE @1599159968998"
"5d66dd526d5f3b6188d4f04f","511111805410","Beverages",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","LIFEWTR",FALSE,"LIFEWTR"
"5d6412f86d5f3b23d1bc7909","511111804994","Magazines",NA,"5d5d4fd16d5f3b23d1bc7905","Cogs","Eating Well Magazine",NA,"511111804994"
"5332f608e4b03c9a25efd0c1","511111903901",NA,NA,"53e10d6368abd3c7065097cc","Cpgs","Sierra Mist",NA,NA
"5c49d161f0276e7719673719","511111904731","Baby",NA,"59b96571e4b0bf7c7980588b","Cogs","SIMILAC",NA,"SIMILAC"
"5da60843a60b87376833e351","511111205739","Health & Wellness","HEALTHY_AND_WELLNESS","5d9b4f591dda2c6225a284aa","Cogs","Coricidin HBP",FALSE,"CORICIDIN HBP"
"5f7ba648be37ce23081c528e","511111716921","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1601939016290",NA,"TEST BRANDCODE @1601939016290"
"5a5d29fde4b0db471c2d0433","511111400110","Beauty & Personal Care",NA,"53e10d6368abd3c7065097cc","Cogs","Badedas",NA,"BADEDAS"
"54594387e4b0bfcb1e864083","511111902744",NA,NA,"5459429be4b0bfcb1e864082","Cpgs","Shurfine",NA,NA
"585a96d2e4b03e62d1ce0e89","511111001607","Beverages",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","Pepsi Diet",FALSE,""
"5332f9fee4b03c9a25efd1d0","511111803164",NA,NA,"5332f5f2e4b03c9a25efd0aa","Cpgs","Apple Jacks/Cinnamon Jacks",NA,NA
"5332fa73e4b03c9a25efd21c","511111703051",NA,NA,"5332f5ebe4b03c9a25efd0a8","Cpgs","Diet Coke",NA,NA
"5fa98944be37ce239d107103","511111617297","Baking","BAKING","5fa98944be37ce239d1070ff","Cogs","test brand @1604946244876",FALSE,"TEST BRANDCODE @1604946244876"
"5332f7afe4b03c9a25efd13d","511111203483",NA,NA,"5332f7a7e4b03c9a25efd134","Cpgs","Shock Top",NA,NA
"5d540e65a3a018514994f41f","511111404880","Frozen",NA,"559c2234e4b06aca36af13c6","Cogs","Benihana Frozen Entrees",NA,"BENIHANA"
"5daf46261dda2c3e1416ae96","511111905967","Dairy",NA,"5332f5f3e4b03c9a25efd0ae","Cogs","Mountain High",NA,"MOUNTAIN HIGH"
"585a972de4b03e62d1ce0e96","511111001485","Snacks",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","Tostitos",NA,"TOSTITOS"
"5f9770bfbe37ce03d08a2d86","511111317081","Baking","BAKING","5f9770bfbe37ce03d08a2d83","Cogs","test brand @1603760319788",NA,"TEST BRANDCODE @1603760319788"
"580e015be4b0f32b2de21385","511111501824","Condiments & Sauces",NA,"559c2234e4b06aca36af13c6","Cogs","Kraft BBQ Sauce",FALSE,""
"5f5900d4be37ce21f1287c11","511111516569","Baby","BABY","5f58fa84be37ce21f1287c0f","Cogs","Gerber Baby Food",NA,"GERBER BABY FOOD"
"5a8c33f3e4b07f0a2dac8943","511111504139","Grocery",NA,"5a734034e4b0d58f376be874","Cogs","Pace",FALSE,"PACE"
"5ab1589ae4b0915382df7621","511111204435","Canned Goods & Soups",NA,"5a734034e4b0d58f376be874","Cogs","Campbell's Slow Kettle",FALSE,"CAMPBELLS SLOW KETTLE "
"5afda22ee4b03bf01c2a2965","511111304494","Snacks",NA,"5a734034e4b0d58f376be874","Cogs","Archway",FALSE,"ARCHWAY"
"588b9ff4e4b02187f85cdadb","511111901099","Condiments & Sauces",NA,"559c2234e4b06aca36af13c6","Cogs","Kraft Salad Dressing",FALSE,""
"5ec2dde7be37ce5234ec36bb","511111314653","Health & Wellness","HEALTHY_AND_WELLNESS","5d9b4f591dda2c6225a284aa","Cogs","Bayer Aspirin",FALSE,"BAYER ASPIRIN"
"5ff78071be37ce6a424ca0e9","511111818977","Baking","BAKING","5ff78071be37ce6a424ca0e7","Cogs","test brand @1610055793449",FALSE,"TEST BRANDCODE @1610055793449"
"5ff78071be37ce6a424ca0e8","511111318965","Baking","BAKING","5ff78071be37ce6a424ca0e7","Cogs","test brand @1610055793411",FALSE,"TEST BRANDCODE @1610055793411"
"5ff78071be37ce6a424ca0ea","511111018988","Baking","BAKING","5ff78071be37ce6a424ca0e7","Cogs","test brand @1610055793500",FALSE,"TEST BRANDCODE @1610055793500"
"5ff78072be37ce6a424ca0ec","511111719007","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1610055794196",FALSE,"TEST BRANDCODE @1610055794196"
"5ff78071be37ce6a424ca0eb","511111518990","Baking","BAKING","5ff78071be37ce6a424ca0e7","Cogs","test brand @1610055793537",FALSE,"TEST BRANDCODE @1610055793537"
"5ff789c5be37ce786ba0f6a3","511111219019","Baking","BAKING","5ff789c5be37ce786ba0f6a2","Cogs","test brand @1610058181548",FALSE,"TEST BRANDCODE @1610058181549"
"5ff77857be37ce58ce50083c","511111718918","Baking","BAKING","5ff77857be37ce58ce500839","Cogs","test brand @1610053719944",FALSE,"TEST BRANDCODE @1610053719944"
"5ff77858be37ce58ce50083d","511111918929","Baking","BAKING","5ff77857be37ce58ce500839","Cogs","test brand @1610053719998",FALSE,"TEST BRANDCODE @1610053719998"
"5ff78070be37ce6a424ca0e6","511111118954","Baking","BAKING","5ff78070be37ce6a424ca0e5","Cogs","test brand @1610055792794",FALSE,NA
"5ff77857be37ce58ce50083b","511111218906","Baking","BAKING","5ff77857be37ce58ce500839","Cogs","test brand @1610053719869",FALSE,"TEST BRANDCODE @1610053719869"
"5ff77859be37ce58ce500840","511111618942","Baking","BAKING","5ff77859be37ce58ce50083f","Cogs","test brand @1610053721248",FALSE,NA
"5ff77859be37ce58ce50083e","511111418931","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1610053721033",FALSE,"TEST BRANDCODE @1610053721033"
"5bd200c690fa074576779a16","511111004639","Personal Care","PERSONAL_CARE","550b2565e4b001d5e9e4146f","Cogs","Depend",FALSE,"DEPEND"
"5fdce9eabe37ce5fa8ba59db","511111318521","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1608313322283",FALSE,"TEST BRANDCODE @1608313322283"
"5fdce9e9be37ce5fa8ba59da","511111118510","Baking","BAKING","5fdce9e9be37ce5fa8ba59d6","Cogs","test brand @1608313321374",FALSE,"TEST BRANDCODE @1608313321374"
"5fdce9e9be37ce5fa8ba59d7","511111518488","Baking","BAKING","5fdce9e9be37ce5fa8ba59d6","Cogs","test brand @1608313321191",FALSE,"TEST BRANDCODE @1608313321191"
"5fdce9e9be37ce5fa8ba59d9","511111618508","Baking","BAKING","5fdce9e9be37ce5fa8ba59d6","Cogs","test brand @1608313321301",FALSE,"TEST BRANDCODE @1608313321301"
"5fdce9e9be37ce5fa8ba59d8","511111018490","Baking","BAKING","5fdce9e9be37ce5fa8ba59d6","Cogs","test brand @1608313321222",FALSE,"TEST BRANDCODE @1608313321222"
"5daf35a8a60b87376833e35d","511111005933","Snacks",NA,"5332f5f3e4b03c9a25efd0ae","Cogs","Nature Valley",NA,"NATURE VALLEY"
"5f4936ddbe37ce52f8314fdd","511111215981","Baking","BAKING","5f4936ddbe37ce52f8314fda","Cogs","test brand @1598633693767",NA,"TEST BRANDCODE @1598633693767"
"5f4936ddbe37ce52f8314fde","511111715993","Baking","BAKING","5f4936ddbe37ce52f8314fda","Cogs","test brand @1598633693791",NA,"TEST BRANDCODE @1598633693791"
"5fb6b82dbe37ce522e165cbc","511111117407","Bread & Bakery","BREAD_AND_BAKERY","5fb6b608be37ce522e165cb9","Cogs","Anzio ",FALSE,"ANZIO"
"5d641306a3a018514994f427","511111705000","Magazines",NA,"5d5d4fd16d5f3b23d1bc7905","Cogs","Family Circle",NA,"511111705000"
"55b630f5e4b0d8e685c14222","511111002598",NA,NA,"55b62995e4b0d8e685c14213","Cogs","Diet Rite",NA,NA
"5db780a6a60b87376833e369","511111806172","Dairy",NA,"559c2234e4b06aca36af13c6","Cogs","Hershey's Whipped Topping",NA,"HERSHEY'S WHIPPED TOPPING"
"5f4936ddbe37ce52f8314fdb","511111515968","Baking","BAKING","5f4936ddbe37ce52f8314fda","Cogs","test brand @1598633693720",NA,"TEST BRANDCODE @1598633693720"
"5332f5f2e4b03c9a25efd0a9","511111804048",NA,NA,"5332f5f2e4b03c9a25efd0aa","Cpgs","Eggo",NA,NA
"5fb2852cbe37ce522e165cb2","511111617341","Baking","BAKING","5fb2852cbe37ce522e165cae","Cogs","test brand @1605535020671",FALSE,"TEST BRANDCODE @1605535020671"
"592486bee410d61fcea3d12e","511111200802","Dairy",NA,"53e10d6368abd3c7065097cc","Cogs","IMPERIAL",NA,"IMPERIAL"
"57c082a6e4b0718ff5fcb03b","511111502425",NA,NA,"5332f7a7e4b03c9a25efd134","Cpgs","Modelo Especial",NA,NA
"5da606ae1dda2c3e1416ae86","511111305637","Health & Wellness",NA,"53e10d6368abd3c7065097cc","Cogs","ALEVE PM NIGHT TIME",NA,"ALEVE PM NIGHT TIME"
"5f99f71bbe37ce13da9eade7","511111117124","Baking","BAKING","5f99f71bbe37ce13da9eade6","Cogs","test brand @1603925787294",NA,"TEST BRANDCODE @1603925787294"
"5a8c5e74e4b07f0a2dac8947","511111904229","Personal Care",NA,"5332f5f6e4b03c9a25efd0b4","Cogs","ApotheCARE Essentials",FALSE,"APOTHECARE ESSENTIALS"
